001a,"DRT,1470615651314,583794,","0,","0,","-1,","0,","0,","0,",miss
001a,"DRT,1470615655955,1167562,","0,","0,","-1,","0,","0,","0,",miss
001a,"DRT,1470615659596,1751332,","0,","0,","-1,","0,","0,","0,",miss
001a,"DRT,1470615662622,2335102,","0,","0,","-1,","0,","0,","0,",miss
001a,"DRT,1470615666778,2918872,","0,","0,","-1,","0,","0,","0,",miss
001a,"DRT,1470615671013,3502641,","0,","0,","-1,","0,","0,","0,",miss
001a,"DRT,1470615675701,4086409,","0,","0,","-1,","0,","0,","0,",miss
001a,"DRT,1470615680686,4670178,","0,","0,","-1,","0,","0,","0,",miss
001a,"DRT,1470615684842,5253949,","0,","0,","-1,","0,","0,","0,",miss
001a,"DRT,1470615688671,5837718,","0,","0,","-1,","0,","0,","0,",miss
001a,"DRT,1470615693265,6421488,","0,","0,","-1,","0,","0,","0,",miss
001a,"DRT,1470615697875,7005259,","0,","0,","-1,","0,","0,","0,",miss
001a,"DRT,1470615701438,7589028,","0,","0,","-1,","0,","0,","0,",miss
001a,"DRT,1470615757147,583795,","0,","1,","-1,","0,","0,","0,",miss
001a,"DRT,1470615760554,1167565,","0,","1,","-1,","0,","0,","0,",miss
001a,"DRT,1470615765523,1751335,","0,","1,","-1,","0,","0,","0,",miss
001a,"DRT,1470615768882,2335103,","0,","1,","-1,","0,","0,","0,",miss
001a,"DRT,1470615773461,2918869,","0,","1,","-1,","0,","0,","0,",miss
001a,"DRT,1470615776586,3502638,","0,","1,","-1,","0,","0,","0,",miss
001a,"DRT,1470615781508,4086406,","0,","1,","-1,","0,","0,","0,",miss
001a,"DRT,1470615786212,4670177,","0,","1,","-1,","0,","0,","0,",miss
001a,"DRT,1470615789806,5253947,","0,","1,","-1,","0,","0,","0,",miss
001a,"DRT,1470615793322,5837716,","0,","1,","-1,","0,","0,","0,",miss
001a,"DRT,1470615797338,6421483,","0,","1,","-1,","0,","0,","0,",miss
001a,"DRT,1470615800494,7005252,","0,","1,","-1,","0,","0,","0,",miss
001a,"DRT,1470615804698,7589021,","0,","1,","-1,","0,","0,","0,",miss
001a,"DRT,1470616054497,613792,","2,","1,","1283,","1,","0,","2,",correct
001a,"DRT,1470616059426,849760,","2,","1,","384,","1,","0,","2,",correct
001a,"DRT,1470616063817,991820,","2,","1,","231,","1,","0,","2,",correct
001a,"DRT,1470616068755,1108711,","2,","1,","190,","1,","0,","2,",correct
001a,"DRT,1470616073521,1248879,","2,","1,","228,","1,","0,","2,",correct
001a,"DRT,1470616077146,1419334,","2,","1,","277,","1,","0,","2,",correct
001a,"DRT,1470616081803,1554994,","2,","1,","221,","1,","0,","2,",correct
001a,"DRT,1470616086663,1778066,","2,","1,","363,","1,","0,","2,",correct
001a,"DRT,1470616090835,1924569,","2,","1,","238,","1,","0,","2,",correct
001a,"DRT,1470616095679,2341002,","2,","1,","678,","1,","0,","2,",correct
001a,"DRT,1470616099617,2471978,","2,","1,","213,","1,","0,","2,",correct
001a,"DRT,1470616104102,2603421,","2,","1,","214,","1,","0,","2,",correct
001a,"DRT,1470616150866,144241,","1,","1,","259,","0,","1,","1,",correct
001a,"DRT,1470616155647,254362,","1,","1,","197,","0,","1,","1,",correct
001a,"DRT,1470616159851,374169,","1,","1,","215,","0,","1,","1,",correct
001a,"DRT,1470616164851,500044,","1,","1,","226,","0,","1,","1,",correct
001a,"DRT,1470616169555,622263,","1,","1,","219,","0,","1,","1,",correct
001a,"DRT,1470616172758,813627,","1,","1,","343,","0,","1,","1,",correct
001a,"DRT,1470616177118,1035027,","1,","1,","397,","0,","1,","1,",correct
001a,"DRT,1470616181743,1175802,","1,","1,","252,","0,","1,","1,",correct
001a,"DRT,1470616185665,1303727,","1,","1,","229,","0,","1,","1,",correct
001a,"DRT,1470616189681,1437305,","1,","1,","239,","0,","1,","1,",correct
001a,"DRT,1470616193416,1577258,","1,","1,","251,","0,","1,","1,",correct
001a,"DRT,1470616196963,1722981,","1,","1,","261,","0,","1,","1,",correct
001a,"DRT,1470616942977,544087,","1,","0,","1004,","0,","1,","1,",correct
001a,"DRT,1470616947852,740674,","1,","0,","361,","0,","1,","1,",correct
001a,"DRT,1470616950978,1055120,","1,","0,","577,","0,","1,","1,",correct
001a,"DRT,1470616955384,1599186,","1,","0,","1895,","1,","0,","1,",wrong
001a,"DRT,1470616959885,2019600,","1,","0,","772,","1,","0,","1,",wrong
001a,"DRT,1470616964838,2287253,","1,","0,","491,","0,","2,","1,",wrong
001a,"DRT,1470616968042,2435335,","1,","0,","272,","0,","1,","1,",correct
001a,"DRT,1470616972714,2979400,","1,","0,","1378,","0,","1,","1,",correct
001a,"DRT,1470616976136,3126621,","1,","0,","270,","0,","1,","1,",correct
001a,"DRT,1470616979480,3271288,","1,","0,","265,","0,","1,","1,",correct
001a,"DRT,1470616984027,3455617,","1,","0,","338,","0,","1,","1,",correct
001a,"DRT,1470616987528,3564717,","1,","0,","200,","0,","1,","1,",correct
001a,"DRT,1470616990965,3682655,","1,","0,","216,","0,","1,","1,",correct
001a,"DRT,1470618161568,368293,","2,","0,","661,","1,","0,","2,",correct
001a,"DRT,1470618165053,683164,","2,","0,","565,","1,","0,","2,",correct
001a,"DRT,1470618169647,791924,","2,","0,","195,","1,","0,","2,",correct
001a,"DRT,1470618174460,933489,","2,","0,","254,","1,","0,","2,",correct
001a,"DRT,1470618178960,1091013,","2,","0,","283,","1,","0,","2,",correct
001a,"DRT,1470618183351,1211271,","2,","0,","216,","1,","0,","2,",correct
001a,"DRT,1470618186961,1333294,","2,","0,","219,","1,","0,","2,",correct
001a,"DRT,1470618191586,1432730,","2,","0,","178,","1,","0,","2,",correct
001a,"DRT,1470618196087,1556258,","2,","0,","221,","1,","0,","2,",correct
001a,"DRT,1470618200509,1655910,","2,","0,","179,","1,","0,","2,",correct
001a,"DRT,1470618204041,1781513,","2,","0,","225,","1,","0,","2,",correct
001a,"DRT,1470618207150,1929794,","2,","0,","266,","1,","0,","2,",correct
001a,"DRT,1470618210510,2175862,","2,","0,","442,","1,","0,","2,",correct
001a,"DRT,1470618289863,428965,","2,","1,","698,","1,","0,","2,",correct
001a,"DRT,1470618294770,671504,","2,","1,","395,","1,","0,","2,",correct
001a,"DRT,1470618299520,913144,","2,","1,","393,","1,","0,","2,",correct
001a,"DRT,1470618303880,1233936,","2,","1,","522,","1,","0,","2,",correct
001a,"DRT,1470618307896,1405236,","2,","1,","279,","1,","0,","2,",correct
001a,"DRT,1470618312646,1650986,","2,","1,","400,","1,","0,","2,",correct
001a,"DRT,1470618316506,1864098,","2,","1,","347,","1,","0,","2,",correct
001a,"DRT,1470618319756,2179524,","2,","1,","513,","1,","0,","2,",correct
001a,"DRT,1470618323663,2461134,","2,","1,","458,","1,","0,","2,",correct
001a,"DRT,1470618328007,2754271,","2,","1,","477,","1,","0,","2,",correct
001a,"DRT,1470618331960,3346309,","2,","1,","964,","1,","0,","2,",correct
001a,"DRT,1470618335476,3553400,","2,","1,","337,","1,","0,","2,",correct
001a,"DRT,1470618340289,3812965,","2,","1,","422,","1,","0,","2,",correct
001a,"DRT,1470618379906,439369,","3,","0,","789,","1,","0,","2,",correct
001a,"DRT,1470618384781,930151,","3,","0,","881,","0,","1,","1,",correct
001a,"DRT,1470618387906,1291422,","3,","0,","649,","1,","0,","2,",correct
001a,"DRT,1470618392297,1848072,","3,","0,","-1,","0,","0,","2,",miss
001a,"DRT,1470618458747,556673,","3,","0,","-1,","0,","0,","0,",miss
001a,"DRT,1470618463451,918990,","3,","0,","650,","0,","1,","1,",correct
001a,"DRT,1470618467560,1340747,","3,","0,","757,","0,","1,","1,",correct
001a,"DRT,1470618470576,1655680,","3,","0,","565,","0,","1,","1,",correct
001a,"DRT,1470618474014,1987641,","3,","0,","596,","1,","0,","2,",correct
001a,"DRT,1470618478545,2362913,","3,","0,","674,","1,","0,","2,",correct
001a,"DRT,1470618483061,2919561,","3,","0,","1001,","1,","0,","2,",correct
001a,"DRT,1470618487874,3286305,","3,","0,","658,","1,","0,","2,",correct
001a,"DRT,1470618492734,3654027,","3,","0,","660,","0,","1,","1,",correct
001a,"DRT,1470618496484,4210677,","3,","0,","-1,","0,","0,","1,",miss
001a,"DRT,1470618500641,4767328,","3,","0,","1533,","0,","1,","2,",wrong
001a,"DRT,1470618504720,5276479,","3,","0,","914,","0,","1,","2,",wrong
001a,"DRT,1470618507970,5773213,","3,","0,","892,","0,","1,","1,",correct
001a,"DRT,1470618759518,613708,","3,","1,","1215,","1,","0,","2,",correct
001a,"DRT,1470618764065,1227391,","3,","1,","1184,","1,","0,","2,",correct
001a,"DRT,1470618767159,1713818,","3,","1,","792,","1,","0,","2,",correct
001a,"DRT,1470618770862,2234940,","3,","1,","849,","0,","1,","1,",correct
001a,"DRT,1470618774503,2717457,","3,","1,","786,","1,","0,","1,",wrong
001a,"DRT,1470618779488,3177401,","3,","1,","749,","1,","0,","1,",wrong
001a,"DRT,1470618783942,3497141,","3,","1,","521,","0,","1,","2,",wrong
001a,"DRT,1470618787411,4110826,","3,","1,","1380,","0,","1,","1,",correct
001a,"DRT,1470618791380,4556488,","3,","1,","726,","0,","1,","1,",correct
001a,"DRT,1470618796380,5031134,","3,","1,","773,","0,","1,","1,",correct
001a,"DRT,1470618801068,5472410,","3,","1,","719,","0,","1,","2,",wrong
001a,"DRT,1470618805865,6044916,","3,","1,","932,","1,","0,","2,",correct
001a,"DRT,1470618809366,6393174,","3,","1,","567,","0,","1,","1,",correct
001a,"DRT,1470618881412,583792,","0,","1,","-1,","0,","0,","0,",miss
001a,"DRT,1470618885466,1167563,","0,","1,","-1,","0,","0,","0,",miss
001a,"DRT,1470618889998,1751334,","0,","1,","-1,","0,","0,","0,",miss
001a,"DRT,1470618893186,2335103,","0,","1,","-1,","0,","0,","0,",miss
001a,"DRT,1470618897374,2918871,","0,","1,","-1,","0,","0,","0,",miss
001a,"DRT,1470618900374,3502642,","0,","1,","-1,","0,","0,","0,",miss
001a,"DRT,1470618903928,4086411,","0,","1,","-1,","0,","0,","0,",miss
001a,"DRT,1470618908678,4670182,","0,","1,","-1,","0,","0,","0,",miss
001a,"DRT,1470618911913,5253950,","0,","1,","-1,","0,","0,","0,",miss
001a,"DRT,1470618915710,5837721,","0,","1,","-1,","0,","0,","0,",miss
001a,"DRT,1470618919804,6421489,","0,","1,","-1,","0,","0,","0,",miss
001a,"DRT,1470618923429,7005258,","0,","1,","-1,","0,","0,","0,",miss
001a,"DRT,1470618927977,7589029,","0,","1,","-1,","0,","0,","0,",miss
001a,"DRT,1470618997592,583793,","0,","0,","-1,","0,","0,","0,",miss
001a,"DRT,1470619001764,1167564,","0,","0,","-1,","0,","0,","0,",miss
001a,"DRT,1470619005202,1751333,","0,","0,","-1,","0,","0,","0,",miss
001a,"DRT,1470619009796,2335102,","0,","0,","-1,","0,","0,","0,",miss
001a,"DRT,1470619013781,2918872,","0,","0,","-1,","0,","0,","0,",miss
001a,"DRT,1470619018516,3502642,","0,","0,","-1,","0,","0,","0,",miss
001a,"DRT,1470619022938,4086412,","0,","0,","-1,","0,","0,","0,",miss
001a,"DRT,1470619027735,4670183,","0,","0,","-1,","0,","0,","0,",miss
